spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,liked_at,name,artists,popularity,artist_id,genres
0IJFVS4gD6ZPxx46OvZZ6M,0.761,0.882,6,-4.425,0,0.0863,0.149,2.34e-06,0.0568,0.868,96.017,audio_features,spotify:track:0IJFVS4gD6ZPxx46OvZZ6M,https://api.spotify.com/v1/tracks/0IJFVS4gD6ZPxx46OvZZ6M,https://api.spotify.com/v1/audio-analysis/0IJFVS4gD6ZPxx46OvZZ6M,142500,4,2022-07-11T13:36:31Z,Autopilot,Dev Lemons,17,5zbFRbEu3FDkqN4j1awLLO,['hyperpop']
1h1w9olosnfBLzkRGsceCe,0.554,0.477,11,-8.335,1,0.0247,0.801,0.00552,0.0944,0.195,167.973,audio_features,spotify:track:1h1w9olosnfBLzkRGsceCe,https://api.spotify.com/v1/tracks/1h1w9olosnfBLzkRGsceCe,https://api.spotify.com/v1/audio-analysis/1h1w9olosnfBLzkRGsceCe,277143,4,2022-07-11T13:33:37Z,concussion,girlhouse,54,7AWyYXZ5tIc0xNSfKLD3QX,['indie pop']
30YK7cZlruEW0Clyxwk2nH,0.574,0.673,10,-6.863,0,0.0479,0.00424,0.00172,0.336,0.334,119.987,audio_features,spotify:track:30YK7cZlruEW0Clyxwk2nH,https://api.spotify.com/v1/tracks/30YK7cZlruEW0Clyxwk2nH,https://api.spotify.com/v1/audio-analysis/30YK7cZlruEW0Clyxwk2nH,181174,4,2022-06-27T20:04:00Z,Mercurial World,Magdalena Bay,46,1oPRcJUkloHaRLYx0olBLJ,['la pop']
7auPqljdHNJQdfGmoIJv8T,0.511,0.765,8,-6.896,1,0.0367,0.00492,0.022,0.277,0.508,152.014,audio_features,spotify:track:7auPqljdHNJQdfGmoIJv8T,https://api.spotify.com/v1/tracks/7auPqljdHNJQdfGmoIJv8T,https://api.spotify.com/v1/audio-analysis/7auPqljdHNJQdfGmoIJv8T,221053,4,2022-06-27T19:45:41Z,A Pill to Crush,Evalyn,52,68WwJXWrpo1yVOOIZjLSeT,"['alt z', 'indie electropop']"
32tUYhAygMdx9XxFxxj3It,0.646,0.595,10,-6.709,0,0.0512,0.00457,5.79e-06,0.0527,0.772,73.973,audio_features,spotify:track:32tUYhAygMdx9XxFxxj3It,https://api.spotify.com/v1/tracks/32tUYhAygMdx9XxFxxj3It,https://api.spotify.com/v1/audio-analysis/32tUYhAygMdx9XxFxxj3It,238880,4,2022-06-27T19:41:04Z,Susie Save Your Love,"Allie X,Mitski",0,0wnYgCeP013HkKoOyC5V32,"['alt z', 'canadian electropop', 'canadian pop', 'dark pop', 'electropop', 'metropopolis']"
28a8bRus9o9qT6OwSfIHWy,0.764,0.471,4,-7.391,1,0.0668,0.188,4.32e-05,0.132,0.659,144.788,audio_features,spotify:track:28a8bRus9o9qT6OwSfIHWy,https://api.spotify.com/v1/tracks/28a8bRus9o9qT6OwSfIHWy,https://api.spotify.com/v1/audio-analysis/28a8bRus9o9qT6OwSfIHWy,137865,4,2022-06-25T19:23:01Z,FOOL 4 U,MICHELLE,38,4yYvor6Rq4fG82J1L47DYp,['bedroom pop']
11cnlFaQKMhe5R95CN7PsV,0.423,0.409,0,-8.064,1,0.0328,0.00473,0.0184,0.138,0.0903,109.789,audio_features,spotify:track:11cnlFaQKMhe5R95CN7PsV,https://api.spotify.com/v1/tracks/11cnlFaQKMhe5R95CN7PsV,https://api.spotify.com/v1/audio-analysis/11cnlFaQKMhe5R95CN7PsV,261920,4,2022-06-06T14:28:09Z,Unpunishable,Ethel Cain,0,0avMDS4HyoCEP6RqZJWpY2,"['countrygaze', 'indie pop', 'modern dream pop']"
1V9Ec4r17OXAIMcie6djLU,0.339,0.698,4,-7.336,1,0.0343,0.047,0.00301,0.154,0.271,100.06,audio_features,spotify:track:1V9Ec4r17OXAIMcie6djLU,https://api.spotify.com/v1/tracks/1V9Ec4r17OXAIMcie6djLU,https://api.spotify.com/v1/audio-analysis/1V9Ec4r17OXAIMcie6djLU,271280,4,2022-06-06T14:02:52Z,Michelle Pfeiffer (feat. lil aaron),"Ethel Cain,lil aaron",0,0avMDS4HyoCEP6RqZJWpY2,"['countrygaze', 'indie pop', 'modern dream pop']"
5xjjVvJXRaJH0XdK7sDIWg,0.562,0.736,9,-5.316,1,0.0425,0.00106,0.00169,0.349,0.128,125.928,audio_features,spotify:track:5xjjVvJXRaJH0XdK7sDIWg,https://api.spotify.com/v1/tracks/5xjjVvJXRaJH0XdK7sDIWg,https://api.spotify.com/v1/audio-analysis/5xjjVvJXRaJH0XdK7sDIWg,189267,4,2022-06-06T13:46:29Z,kick in the world,HARU NEMURI,33,3cn7Ujrlj3rdyuqmOYhBJT,['japanese alternative pop']
3Y1jQ3JsXL93N7J6druNav,0.531,0.582,9,-7.701,1,0.0456,0.311,0.000779,0.102,0.204,139.968,audio_features,spotify:track:3Y1jQ3JsXL93N7J6druNav,https://api.spotify.com/v1/tracks/3Y1jQ3JsXL93N7J6druNav,https://api.spotify.com/v1/audio-analysis/3Y1jQ3JsXL93N7J6druNav,264297,3,2022-06-06T12:35:55Z,thoughts and chemicals,"San Holo,American Football",36,0jNDKefhfSbLR9sFvcPLHo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']"
29d0nY7TzCoi22XBqDQkiP,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,audio_features,spotify:track:29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/tracks/29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/audio-analysis/29d0nY7TzCoi22XBqDQkiP,300840,4,2022-06-05T16:07:34Z,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,37,1aSxMhuvixZ8h9dK9jIDwL,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
260Ub1Yuj4CobdISTOBvM9,0.721,0.701,2,-5.941,1,0.0306,0.000927,0.026,0.234,0.892,130.091,audio_features,spotify:track:260Ub1Yuj4CobdISTOBvM9,https://api.spotify.com/v1/tracks/260Ub1Yuj4CobdISTOBvM9,https://api.spotify.com/v1/audio-analysis/260Ub1Yuj4CobdISTOBvM9,140080,3,2022-06-03T11:20:19Z,Wet Dream,Wet Leg,75,2TwOrUcYnAlIiKmVQkkoSZ,"['crank wave', 'indie rock']"
05eZlxyjbkHMPCnunUasCS,0.668,0.687,7,-7.129,0,0.058,0.0157,0.000822,0.149,0.468,97.025,audio_features,spotify:track:05eZlxyjbkHMPCnunUasCS,https://api.spotify.com/v1/tracks/05eZlxyjbkHMPCnunUasCS,https://api.spotify.com/v1/audio-analysis/05eZlxyjbkHMPCnunUasCS,199314,4,2022-05-30T00:07:40Z,"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,67,4NHQUGzhtTLFvgF5SZesLK,"['metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
4rdQivUpY3faWSm98gMplo,0.71,0.611,10,-6.979,0,0.272,0.81,0.000148,0.119,0.202,85.609,audio_features,spotify:track:4rdQivUpY3faWSm98gMplo,https://api.spotify.com/v1/tracks/4rdQivUpY3faWSm98gMplo,https://api.spotify.com/v1/audio-analysis/4rdQivUpY3faWSm98gMplo,226859,4,2022-05-25T19:44:53Z,Moonlight,"Jarreau Vandal,Hollie Carmen,Jay-Way",0,6f96znq79wvlknKHHHhtTW,"['dutch r&b', 'indie soul', 'neo r&b']"
2wWD8M3DJNECrjdCNnzjey,0.798,0.485,8,-7.511,1,0.0733,0.0901,0.00471,0.123,0.708,72.513,audio_features,spotify:track:2wWD8M3DJNECrjdCNnzjey,https://api.spotify.com/v1/tracks/2wWD8M3DJNECrjdCNnzjey,https://api.spotify.com/v1/audio-analysis/2wWD8M3DJNECrjdCNnzjey,153931,3,2022-05-25T19:43:32Z,Animal,"Beau Diako,Coco PM",34,3W02sTifN8tW1bapAkS1hu,[]
7ALGhkq1gtC1hp9bpxTCz0,0.548,0.482,9,-10.341,1,0.0572,0.746,0.00116,0.0855,0.0786,87.084,audio_features,spotify:track:7ALGhkq1gtC1hp9bpxTCz0,https://api.spotify.com/v1/tracks/7ALGhkq1gtC1hp9bpxTCz0,https://api.spotify.com/v1/audio-analysis/7ALGhkq1gtC1hp9bpxTCz0,238560,1,2022-05-24T16:21:53Z,Be so Kind (with Rosie Frater-Taylor),"Conor Albert,Rosie Frater-Taylor",27,0zJjil03QRbxSliMkw230M,[]
1CmlXPPNDBi7gjx3N2BhGP,0.827,0.528,5,-5.574,1,0.0338,0.0738,0.00015,0.168,0.942,106.976,audio_features,spotify:track:1CmlXPPNDBi7gjx3N2BhGP,https://api.spotify.com/v1/tracks/1CmlXPPNDBi7gjx3N2BhGP,https://api.spotify.com/v1/audio-analysis/1CmlXPPNDBi7gjx3N2BhGP,243940,4,2022-05-23T20:12:00Z,Feel The Way I Want,Caroline Rose,54,06W84OT2eFUNVwG85UsxJw,"['indie surf', 'vermont indie']"
5iEOCpoeZDAGae1IycuPxh,0.618,0.802,5,-4.792,1,0.0265,0.00151,0.0211,0.252,0.567,102.008,audio_features,spotify:track:5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/tracks/5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/audio-analysis/5iEOCpoeZDAGae1IycuPxh,261153,4,2022-05-22T17:07:15Z,Jeannie Becomes A Mom,Caroline Rose,58,06W84OT2eFUNVwG85UsxJw,"['indie surf', 'vermont indie']"
0O4qd8kY65Z4yzuyLqb7YB,0.371,0.638,10,-5.193,0,0.041,0.118,4.24e-06,0.297,0.24,142.497,audio_features,spotify:track:0O4qd8kY65Z4yzuyLqb7YB,https://api.spotify.com/v1/tracks/0O4qd8kY65Z4yzuyLqb7YB,https://api.spotify.com/v1/audio-analysis/0O4qd8kY65Z4yzuyLqb7YB,264173,4,2022-05-14T22:05:41Z,What Makes A Man A Man,Emery,18,4feAxLUxIU7G4KXhH0h2ni,"['post-hardcore', 'screamo']"
6yf6FF8BxqLqEr87RFY96m,0.533,0.949,5,-5.978,0,0.0399,0.00111,0.903,0.129,0.353,125.008,audio_features,spotify:track:6yf6FF8BxqLqEr87RFY96m,https://api.spotify.com/v1/tracks/6yf6FF8BxqLqEr87RFY96m,https://api.spotify.com/v1/audio-analysis/6yf6FF8BxqLqEr87RFY96m,199680,4,2022-05-13T16:30:24Z,Offshore,"Armin van Buuren,AVIRA,Chicane",51,0SfsnGyD8FpIN4U4WCkBZ5,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']"
1EQFOouqdKYdpbNoOHRVO2,0.671,0.599,4,-6.18,1,0.0405,0.0658,0.0,0.101,0.448,121.849,audio_features,spotify:track:1EQFOouqdKYdpbNoOHRVO2,https://api.spotify.com/v1/tracks/1EQFOouqdKYdpbNoOHRVO2,https://api.spotify.com/v1/audio-analysis/1EQFOouqdKYdpbNoOHRVO2,159836,3,2022-05-12T18:19:55Z,abcdefu (angrier),GAYLE,71,2VSHKHBTiXWplO8lxcnUC9,['modern alternative pop']
2HJupISqF4gCi9JG65oIgk,0.606,0.598,3,-6.402,0,0.0371,0.00255,0.000176,0.0856,0.364,141.956,audio_features,spotify:track:2HJupISqF4gCi9JG65oIgk,https://api.spotify.com/v1/tracks/2HJupISqF4gCi9JG65oIgk,https://api.spotify.com/v1/audio-analysis/2HJupISqF4gCi9JG65oIgk,216338,4,2022-05-09T13:21:38Z,Impression Of You (feat. Patrick Baker),"Giraffage,Viceroy,Patrick Baker",32,4kubsO16bEfCADaVUyoYb6,"['chillwave', 'future bass', 'vapor twitch']"
7Fg0NsDZWTnQBVE9OYph1S,0.685,0.406,6,-10.47,1,0.0314,0.0607,0.795,0.0959,0.208,139.783,audio_features,spotify:track:7Fg0NsDZWTnQBVE9OYph1S,https://api.spotify.com/v1/tracks/7Fg0NsDZWTnQBVE9OYph1S,https://api.spotify.com/v1/audio-analysis/7Fg0NsDZWTnQBVE9OYph1S,228858,4,2022-05-09T11:45:28Z,Maybes - Edit,"Giraffage,Japanese Breakfast",41,4kubsO16bEfCADaVUyoYb6,"['chillwave', 'future bass', 'vapor twitch']"
4XeIiGpUBshIfs9yrBDVZC,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,audio_features,spotify:track:4XeIiGpUBshIfs9yrBDVZC,https://api.spotify.com/v1/tracks/4XeIiGpUBshIfs9yrBDVZC,https://api.spotify.com/v1/audio-analysis/4XeIiGpUBshIfs9yrBDVZC,358983,4,2022-05-08T20:22:27Z,The Last Goodbye,"ODESZA,Bettye LaVette",71,21mKp7DqtSNHhCAU2ugvUw,"['chillwave', 'edm', 'indietronica']"
27KmM58kbbxJb1o47zWNJw,0.629,0.378,3,-7.862,1,0.0318,0.434,2.05e-05,0.0949,0.3,120.019,audio_features,spotify:track:27KmM58kbbxJb1o47zWNJw,https://api.spotify.com/v1/tracks/27KmM58kbbxJb1o47zWNJw,https://api.spotify.com/v1/audio-analysis/27KmM58kbbxJb1o47zWNJw,263890,3,2022-05-08T11:55:53Z,Haircut (Reputation),ELIO,23,6xgvgzXNv3ymcITXTrxRaA,['electropop']
4a4vsF2INcqVGJrZFJjKzT,0.754,0.615,10,-6.637,1,0.0318,0.625,3.81e-05,0.13,0.455,129.995,audio_features,spotify:track:4a4vsF2INcqVGJrZFJjKzT,https://api.spotify.com/v1/tracks/4a4vsF2INcqVGJrZFJjKzT,https://api.spotify.com/v1/audio-analysis/4a4vsF2INcqVGJrZFJjKzT,179069,4,2022-05-07T18:01:28Z,I LUV MY BRAIN!,ELIO,20,6xgvgzXNv3ymcITXTrxRaA,['electropop']
3zSwFE91EdwhEwS6vnJohB,0.369,0.829,10,-3.81,1,0.0789,0.0684,0.0991,0.343,0.63,102.175,audio_features,spotify:track:3zSwFE91EdwhEwS6vnJohB,https://api.spotify.com/v1/tracks/3zSwFE91EdwhEwS6vnJohB,https://api.spotify.com/v1/audio-analysis/3zSwFE91EdwhEwS6vnJohB,203484,4,2022-05-03T12:06:03Z,When You Were Mine,Joy Crookes,58,5XMyhVhi5ZN2pi0Qwi1zXS,"['alternative r&b', 'uk contemporary r&b']"
3U12nxwFolQ6hsG6zcyEqc,0.633,0.451,3,-9.66,1,0.133,0.75,0.0581,0.0995,0.475,162.112,audio_features,spotify:track:3U12nxwFolQ6hsG6zcyEqc,https://api.spotify.com/v1/tracks/3U12nxwFolQ6hsG6zcyEqc,https://api.spotify.com/v1/audio-analysis/3U12nxwFolQ6hsG6zcyEqc,244883,4,2022-05-03T11:40:55Z,The Other Lover (Little Dragon & Moses Sumney),"Little Dragon,Moses Sumney",48,6Tyzp9KzpiZ04DABQoedps,"['art pop', 'downtempo', 'electronica', 'gothenburg indie', 'indie soul', 'indietronica', 'neo-synthpop', 'swedish electropop', 'swedish synthpop', 'trip hop']"
2DFRFqWNahKtFD112H2iEZ,0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,audio_features,spotify:track:2DFRFqWNahKtFD112H2iEZ,https://api.spotify.com/v1/tracks/2DFRFqWNahKtFD112H2iEZ,https://api.spotify.com/v1/audio-analysis/2DFRFqWNahKtFD112H2iEZ,213173,4,2022-05-02T22:09:41Z,Do You Realize??,The Flaming Lips,70,16eRpMNXSQ15wuJoeqguaB,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'noise pop', 'okc indie', 'singer-songwriter']"
0ccCwNzXvr1Yoz91vKz31Z,0.555,0.902,0,-7.918,1,0.0958,0.337,0.0,0.152,0.62,156.108,audio_features,spotify:track:0ccCwNzXvr1Yoz91vKz31Z,https://api.spotify.com/v1/tracks/0ccCwNzXvr1Yoz91vKz31Z,https://api.spotify.com/v1/audio-analysis/0ccCwNzXvr1Yoz91vKz31Z,287507,4,2022-04-13T12:18:24Z,"Yoshimi Battles the Pink Robots, Pt. 1",The Flaming Lips,61,16eRpMNXSQ15wuJoeqguaB,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'noise pop', 'okc indie', 'singer-songwriter']"
7kyiHjkFdmHcYcIJtFAdaF,0.445,0.591,7,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,audio_features,spotify:track:7kyiHjkFdmHcYcIJtFAdaF,https://api.spotify.com/v1/tracks/7kyiHjkFdmHcYcIJtFAdaF,https://api.spotify.com/v1/audio-analysis/7kyiHjkFdmHcYcIJtFAdaF,216038,4,2022-04-12T14:50:42Z,Yam Yam,No Vacation,36,32zeX1IoVKAGWMyy1isKUq,"['indie garage rock', 'indie pop', 'indie surf', 'pov: indie']"
5icIdyBlKaRbhzPJU68xMu,0.592,0.804,5,-5.11,0,0.0545,0.21,0.0,0.318,0.554,74.98,audio_features,spotify:track:5icIdyBlKaRbhzPJU68xMu,https://api.spotify.com/v1/tracks/5icIdyBlKaRbhzPJU68xMu,https://api.spotify.com/v1/audio-analysis/5icIdyBlKaRbhzPJU68xMu,207493,4,2022-03-31T16:44:52Z,decide to be happy,MisterWives,54,5ivCbtrcD5N4rD337xIb2z,"['indie poptimism', 'modern rock', 'nyc pop']"
1HHIv96gVeVkoOBzQeH9d8,0.718,0.772,5,-5.155,0,0.0529,0.298,0.0,0.337,0.843,95.917,audio_features,spotify:track:1HHIv96gVeVkoOBzQeH9d8,https://api.spotify.com/v1/tracks/1HHIv96gVeVkoOBzQeH9d8,https://api.spotify.com/v1/audio-analysis/1HHIv96gVeVkoOBzQeH9d8,221000,4,2022-03-28T21:23:54Z,Too Good,Arlo Parks,61,4kIwETcbpuFgRukE8o7Opx,"['indie pop', 'indie soul', 'uk contemporary r&b']"
2MdzVWz2EGHp79tgg2gUud,0.559,0.76,3,-6.053,1,0.0866,0.324,0.000671,0.322,0.704,91.97,audio_features,spotify:track:2MdzVWz2EGHp79tgg2gUud,https://api.spotify.com/v1/tracks/2MdzVWz2EGHp79tgg2gUud,https://api.spotify.com/v1/audio-analysis/2MdzVWz2EGHp79tgg2gUud,189048,4,2022-03-28T13:54:32Z,Blackberries,"Emily Blue,OTNES",36,31rxF8WiC0tz6yNzgVP5Tf,[]
1VziWLNDb8KaYjJeb1F3HI,0.634,0.585,7,-10.142,1,0.0357,0.258,0.0136,0.0981,0.752,79.999,audio_features,spotify:track:1VziWLNDb8KaYjJeb1F3HI,https://api.spotify.com/v1/tracks/1VziWLNDb8KaYjJeb1F3HI,https://api.spotify.com/v1/audio-analysis/1VziWLNDb8KaYjJeb1F3HI,198000,4,2022-03-28T13:48:34Z,Slow,Gentle Robot,31,4ZDRGSvFQnQUTs3438PIls,['pakistani indie']
10hMM5nsZQf66ldBlgWBfG,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,audio_features,spotify:track:10hMM5nsZQf66ldBlgWBfG,https://api.spotify.com/v1/tracks/10hMM5nsZQf66ldBlgWBfG,https://api.spotify.com/v1/audio-analysis/10hMM5nsZQf66ldBlgWBfG,192987,4,2022-03-27T22:16:42Z,All For Us - from the HBO Original Series Euphoria,"Labrinth,Zendaya",77,2feDdbD5araYcm6JhFHHw7,"['indie poptimism', 'pop']"
2ruY7BpsZRwr6UUzLeDSk1,0.531,0.648,1,-7.638,1,0.209,0.712,0.000191,0.0973,0.799,86.739,audio_features,spotify:track:2ruY7BpsZRwr6UUzLeDSk1,https://api.spotify.com/v1/tracks/2ruY7BpsZRwr6UUzLeDSk1,https://api.spotify.com/v1/audio-analysis/2ruY7BpsZRwr6UUzLeDSk1,269413,4,2022-03-22T16:13:30Z,Woman,"Little Simz,Cleo Sol",1,6eXZu6O7nAUA5z6vLV8NKI,"['alternative r&b', 'escape room', 'trap queen']"
23lHAG7gddyqzpCAv3OuCT,0.675,0.555,8,-9.208,1,0.0415,0.0344,0.00471,0.119,0.147,121.034,audio_features,spotify:track:23lHAG7gddyqzpCAv3OuCT,https://api.spotify.com/v1/tracks/23lHAG7gddyqzpCAv3OuCT,https://api.spotify.com/v1/audio-analysis/23lHAG7gddyqzpCAv3OuCT,257130,4,2022-03-22T16:06:12Z,Chaeri,Magdalena Bay,38,1oPRcJUkloHaRLYx0olBLJ,['la pop']
4gsdYgnktO0jmKEVoL8kfm,0.589,0.61,5,-9.663,1,0.0921,0.152,0.000261,0.374,0.348,139.941,audio_features,spotify:track:4gsdYgnktO0jmKEVoL8kfm,https://api.spotify.com/v1/tracks/4gsdYgnktO0jmKEVoL8kfm,https://api.spotify.com/v1/audio-analysis/4gsdYgnktO0jmKEVoL8kfm,296555,4,2022-03-17T14:33:31Z,Billions,Caroline Polachek,45,4Ge8xMJNwt6EEXOzVXju9a,"['art pop', 'escape room', 'indie pop', 'indietronica']"
6LtHYDgYHRCHoKK3snfr2w,0.375,0.133,0,-10.624,0,0.0352,0.651,0.0,0.0695,0.192,131.721,audio_features,spotify:track:6LtHYDgYHRCHoKK3snfr2w,https://api.spotify.com/v1/tracks/6LtHYDgYHRCHoKK3snfr2w,https://api.spotify.com/v1/audio-analysis/6LtHYDgYHRCHoKK3snfr2w,187944,4,2022-03-14T22:14:05Z,I’m Tired (with Zendaya) - Bonus Track,"Labrinth,Zendaya",69,2feDdbD5araYcm6JhFHHw7,"['indie poptimism', 'pop']"
6xTp4nC8NBRSYMxGqIikSh,0.596,0.576,10,-7.956,1,0.039,0.379,0.0859,0.107,0.494,160.183,audio_features,spotify:track:6xTp4nC8NBRSYMxGqIikSh,https://api.spotify.com/v1/tracks/6xTp4nC8NBRSYMxGqIikSh,https://api.spotify.com/v1/audio-analysis/6xTp4nC8NBRSYMxGqIikSh,216933,4,2022-03-14T16:53:18Z,Caroline,Arlo Parks,58,4kIwETcbpuFgRukE8o7Opx,"['indie pop', 'indie soul', 'uk contemporary r&b']"
10oKSzRcwbZsog2uq2gb4b,0.66,0.799,9,-6.934,0,0.0719,0.179,0.000364,0.701,0.148,126.08,audio_features,spotify:track:10oKSzRcwbZsog2uq2gb4b,https://api.spotify.com/v1/tracks/10oKSzRcwbZsog2uq2gb4b,https://api.spotify.com/v1/audio-analysis/10oKSzRcwbZsog2uq2gb4b,240445,4,2022-03-11T11:48:30Z,Escape (feat. Hayla),"Kx5,deadmau5,Kaskade,Hayla",16,2avRYQUWQpIkzJOEkf0MdY,[]
4pWlOwck0KXRHgXAtAa12b,0.499,0.809,5,-8.751,1,0.0344,0.00459,0.416,0.224,0.168,140.038,audio_features,spotify:track:4pWlOwck0KXRHgXAtAa12b,https://api.spotify.com/v1/tracks/4pWlOwck0KXRHgXAtAa12b,https://api.spotify.com/v1/audio-analysis/4pWlOwck0KXRHgXAtAa12b,206928,4,2022-03-08T13:41:33Z,Low,TRACE,41,5k7Y2t4cB5dG219QgFCvXW,"['electropop', 'indie electropop']"
4ExheCEfCm9TNBbgGYQFz3,0.579,0.753,0,-6.433,1,0.0317,0.0527,0.641,0.298,0.44,119.988,audio_features,spotify:track:4ExheCEfCm9TNBbgGYQFz3,https://api.spotify.com/v1/tracks/4ExheCEfCm9TNBbgGYQFz3,https://api.spotify.com/v1/audio-analysis/4ExheCEfCm9TNBbgGYQFz3,170850,4,2022-03-07T13:16:18Z,teenage club,gato,30,4BFHLUOkM2GdeJXy0K0WiN,['japanese electropop']
6vvwto0FBmtxEIOiNpBFff,0.587,0.612,6,-6.596,0,0.0498,0.043,0.0163,0.133,0.57,160.091,audio_features,spotify:track:6vvwto0FBmtxEIOiNpBFff,https://api.spotify.com/v1/tracks/6vvwto0FBmtxEIOiNpBFff,https://api.spotify.com/v1/audio-analysis/6vvwto0FBmtxEIOiNpBFff,196027,4,2022-03-02T13:27:03Z,Invite Me In,Wild Ones,13,0W0kuKgO5dLKxBOZUU2erM,['portland indie']
7A85g30UDeZuOEVXN1v3Ax,0.454,0.471,8,-12.817,1,0.0543,0.472,0.00195,0.121,0.171,92.651,audio_features,spotify:track:7A85g30UDeZuOEVXN1v3Ax,https://api.spotify.com/v1/tracks/7A85g30UDeZuOEVXN1v3Ax,https://api.spotify.com/v1/audio-analysis/7A85g30UDeZuOEVXN1v3Ax,299481,4,2022-02-28T12:27:51Z,Powder,"Now, Now",26,6ZitSwtBSGqj00w11GvMU3,['minneapolis indie']
7ukWK4PxyTYpAAfDItZqrb,0.673,0.655,1,-8.729,1,0.047,0.156,0.013,0.101,0.448,139.501,audio_features,spotify:track:7ukWK4PxyTYpAAfDItZqrb,https://api.spotify.com/v1/tracks/7ukWK4PxyTYpAAfDItZqrb,https://api.spotify.com/v1/audio-analysis/7ukWK4PxyTYpAAfDItZqrb,231755,3,2022-02-21T15:14:46Z,I Can't Believe You're Gone,Trade Wind,33,3FCfL4lKWE7vm3mCcOd570,['melodic hardcore']
7eSWgAlmLPXbGxgH3RNoWh,0.519,0.843,11,-6.508,1,0.0431,0.214,0.000446,0.21,0.592,84.997,audio_features,spotify:track:7eSWgAlmLPXbGxgH3RNoWh,https://api.spotify.com/v1/tracks/7eSWgAlmLPXbGxgH3RNoWh,https://api.spotify.com/v1/audio-analysis/7eSWgAlmLPXbGxgH3RNoWh,265759,4,2022-02-20T16:06:09Z,We Stayed Up All Night,"Tourist,Ardyn",55,2ABBMkcUeM9hdpimo86mo6,"['chillwave', 'indie soul', 'indietronica', 'vapor soul']"
65SzQJ4ReUH3G05Y5yaSJ5,0.303,0.605,1,-8.792,0,0.0332,0.0379,0.121,0.771,0.171,103.832,audio_features,spotify:track:65SzQJ4ReUH3G05Y5yaSJ5,https://api.spotify.com/v1/tracks/65SzQJ4ReUH3G05Y5yaSJ5,https://api.spotify.com/v1/audio-analysis/65SzQJ4ReUH3G05Y5yaSJ5,360664,4,2022-02-18T15:19:18Z,"Coma - MTV Unplugged, Live In Melbourne",Tash Sultana,28,6zVFRTB0Y1whWyH7ZNmywf,['australian reggae fusion']
2D0FX6WiP1GKGL3yCdXxs7,0.476,0.652,2,-4.546,0,0.104,0.23,0.0,0.136,0.47,190.118,audio_features,spotify:track:2D0FX6WiP1GKGL3yCdXxs7,https://api.spotify.com/v1/tracks/2D0FX6WiP1GKGL3yCdXxs7,https://api.spotify.com/v1/audio-analysis/2D0FX6WiP1GKGL3yCdXxs7,184659,3,2022-02-17T15:58:44Z,Joke's On You,Charlotte Lawrence,67,7LImGq5KnzQobZciDJpeJb,['alt z']
5fzFsmKy3ey9HHkUxrKYhW,0.628,0.786,5,-8.15,0,0.0593,0.153,0.000772,0.0777,0.243,103.01,audio_features,spotify:track:5fzFsmKy3ey9HHkUxrKYhW,https://api.spotify.com/v1/tracks/5fzFsmKy3ey9HHkUxrKYhW,https://api.spotify.com/v1/audio-analysis/5fzFsmKy3ey9HHkUxrKYhW,205775,4,2022-02-16T18:29:51Z,Too Dead Inside,yeule,36,1WZarnZpWEv7dDtjAETt4X,['ambient pop']
1fo2ctLqj3zBhRQKOXprol,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,audio_features,spotify:track:1fo2ctLqj3zBhRQKOXprol,https://api.spotify.com/v1/tracks/1fo2ctLqj3zBhRQKOXprol,https://api.spotify.com/v1/audio-analysis/1fo2ctLqj3zBhRQKOXprol,231000,4,2022-02-14T17:44:33Z,Style,Taylor Swift,72,06HL4z0CvFAxyc27GXpf02,['pop']
